510000,460,0.004365,0.001661,0.000000
990000,170,0.008501,0.003195,0.000000
910000,51,0.004740,0.001332,0.000000
880000,73,0.003155,0.001303,0.000000
200000,273,0.000468,0.000168,0.000000
840000,203,0.001968,0.000726,0.000000
720000,35,0.001596,0.001577,0.000000
180000,24,0.000355,0.000135,0.000000
700000,295,0.001193,0.000452,0.000000
580000,369,0.000983,0.000370,0.000000
790000,36,0.001083,0.000423,0.000000
420000,239,0.000641,0.000232,0.000000
850000,269,0.001177,0.000558,0.000000
600000,1400,0.000944,0.000375,0.000000
140000,390,0.000175,0.000042,0.000000
710000,299,0.000872,0.000315,0.000000
780000,70,0.001173,0.000453,0.000000
650000,167,0.000970,0.000376,0.000000
730000,15,0.001090,0.000428,0.000000
210000,236,0.000313,0.000112,0.000000
280000,40,0.000328,0.000133,0.000000
870000,103,0.001310,0.000503,0.000000
300000,437,0.000458,0.000163,0.000000
320000,62,0.000386,0.000107,0.000000
30000,157,0.000038,0.000009,0.000000
540000,12,0.000698,0.000300,0.000000
240000,395,0.000296,0.000064,0.000000
660000,777,0.000794,0.000306,0.000000
970000,85,0.001457,0.000545,0.000000
80000,269,0.000103,0.000022,0.000000
640000,206,0.000831,0.000350,0.000000
940000,59,0.001400,0.000523,0.000000
480000,634,0.000592,0.000242,0.000000
800000,379,0.001001,0.000461,0.000000
630000,100,0.000942,0.000397,0.000000
980000,217,0.001571,0.001927,0.000000
530000,255,0.000634,0.000281,0.000000
760000,119,0.000923,0.000409,0.000000
470000,190,0.000707,0.000262,0.000000
450000,235,0.000544,0.000120,0.000000
370000,76,0.000451,0.000105,0.000000
190000,471,0.000232,0.000051,0.000000
430000,708,0.000524,0.000115,0.000000
410000,191,0.000506,0.000109,0.000000
950000,24,0.001302,0.000533,0.000000
930000,795,0.001360,0.000538,0.000000
490000,163,0.000584,0.000248,0.000000
340000,20,0.000412,0.000091,0.000000
250000,106,0.000306,0.000067,0.000000
500000,58,0.000606,0.000176,0.000000
350000,281,0.000418,0.000094,0.000000
160000,253,0.000199,0.000044,0.000000
890000,334,0.001168,0.000501,0.000000
750000,98,0.001119,0.000421,0.000000
690000,350,0.001043,0.000389,0.000000
610000,16,0.000933,0.000340,0.000000
920000,325,0.001091,0.000518,0.000000
570000,703,0.000906,0.000333,0.000000
830000,83,0.001032,0.001660,0.000000
150000,124,0.000256,0.000084,0.000000
440000,56,0.000659,0.000242,0.000000
310000,17,0.000383,0.000083,0.000000
740000,97,0.000960,0.000438,0.000000
900000,155,0.001350,0.000516,0.000000
860000,14,0.001294,0.000474,0.000000
110000,174,0.000163,0.000065,0.000000
90000,399,0.000112,0.000026,0.000000
1000000,142,0.001535,0.000561,0.000000
100000,88,0.000124,0.000029,0.000000
550000,18,0.000825,0.000302,0.000000
120000,13,0.000149,0.000034,0.000000
230000,716,0.000280,0.000061,0.000000
680000,54,0.000816,0.000314,0.000000
390000,463,0.000599,0.000221,0.000000
50000,2,0.000063,0.000016,0.000000
60000,173,0.000075,0.000019,0.000000
40000,44,0.000051,0.000012,0.000000
290000,205,0.000350,0.000091,0.000000
20000,254,0.000027,0.000008,0.000000
820000,274,0.001169,0.000471,0.000000
560000,89,0.000836,0.000314,0.000000
960000,345,0.001222,0.000550,0.000000
670000,99,0.000888,0.000365,0.000000
810000,184,0.001324,0.000489,0.000000
70000,245,0.000101,0.000048,0.000000
400000,160,0.000944,0.000936,0.000000
220000,79,0.000271,0.000064,0.000000
330000,311,0.000397,0.000089,0.000000
130000,347,0.000162,0.000038,0.000000
520000,939,0.000632,0.000280,0.000000
460000,180,0.000545,0.000123,0.000000
620000,376,0.000754,0.000262,0.000000
380000,162,0.000455,0.000102,0.000000
260000,29,0.000319,0.000070,0.000000
590000,50,0.000713,0.000157,0.000000
170000,276,0.000210,0.000048,0.000000
270000,984,0.000331,0.000072,0.000000
770000,439,0.000935,0.000367,0.000000
360000,155,0.000538,0.000194,0.000000
