1000,0.000448
2000,0.000850
3000,0.001281
4000,0.001711
5000,0.002143
6000,0.004110
7000,0.005119
8000,0.005044
9000,0.003959
10000,0.004647
11000,0.005196
12000,0.006086
13000,0.005447
14000,0.005911
15000,0.006929
16000,0.007268
17000,0.007147
18000,0.007591
19000,0.008312
20000,0.009190
21000,0.009105
22000,0.009845
23000,0.010473
24000,0.010286
25000,0.010715
26000,0.011671
27000,0.011685
28000,0.012131
29000,0.013169
30000,0.012937
31000,0.014047
32000,0.013817
33000,0.015078
34000,0.014256
35000,0.015917
36000,0.015369
37000,0.016430
38000,0.015949
39000,0.017303
40000,0.016810
41000,0.017837
42000,0.017576
43000,0.018710
44000,0.018944
45000,0.019712
46000,0.020126
47000,0.019701
48000,0.020967
49000,0.021509
50000,0.020965
51000,0.022530
52000,0.022901
53000,0.023347
54000,0.022639
55000,0.024123
56000,0.024740
57000,0.024789
58000,0.024333
59000,0.025826
60000,0.025937
61000,0.026866
62000,0.026885
63000,0.026967
64000,0.026981
65000,0.028032
66000,0.028915
67000,0.029306
68000,0.029672
69000,0.029756
70000,0.030540
71000,0.030882
72000,0.031168
73000,0.031835
74000,0.032266
75000,0.032872
76000,0.033043
77000,0.033227
78000,0.033758
79000,0.034135
80000,0.035294
81000,0.034671
82000,0.035506
83000,0.036165
84000,0.036563
85000,0.036477
86000,0.037727
87000,0.037276
88000,0.037794
89000,0.038656
90000,0.039434
91000,0.038775
92000,0.039757
93000,0.039942
94000,0.041177
95000,0.040659
96000,0.041143
97000,0.042448
98000,0.042259
99000,0.042610
100000,0.043420
