1000,0.479198
2000,0.960165
3000,1.439481
4000,1.919347
5000,2.399386
6000,2.879550
7000,3.358055
8000,3.837776
9000,4.318685
10000,4.797481
11000,5.278206
12000,5.756711
13000,6.236362
14000,6.714302
15000,7.196767
16000,7.672475
17000,8.156597
18000,8.631680
19000,9.119311
20000,9.690976
21000,10.141721
22000,10.724685
23000,11.183033
24000,11.657106
25000,12.255956
26000,12.599859
27000,13.132400
28000,13.452851
29000,14.056805
30000,14.649954
31000,15.188667
32000,15.629879
33000,16.143182
34000,16.633439
35000,17.169016
36000,17.507108
37000,17.827313
38000,18.279343
39000,18.791887
40000,19.419945
41000,19.960301
42000,20.600158
43000,21.005571
44000,21.571268
45000,22.076144
46000,22.514401
47000,22.983714
48000,23.523686
49000,23.978482
50000,24.418579
51000,24.960602
52000,25.347722
53000,25.957996
54000,26.446227
55000,26.921059
56000,27.070768
57000,27.421308
58000,27.869506
59000,28.378263
60000,28.863691
61000,29.335015
62000,29.790298
63000,30.295020
64000,30.678578
65000,31.258240
66000,31.673685
67000,32.122895
68000,32.695795
69000,33.177255
70000,33.627087
71000,34.134506
72000,34.580764
73000,35.051204
74000,35.513291
75000,35.996506
76000,36.471206
77000,36.979032
78000,37.498539
79000,37.995579
80000,38.447571
81000,38.897080
82000,39.343865
83000,39.884896
84000,40.347868
85000,40.849356
86000,41.335116
87000,41.753419
88000,42.285033
89000,42.728123
90000,43.274844
91000,43.690713
92000,44.194035
93000,44.721325
94000,45.169495
95000,45.576628
96000,46.116923
97000,46.570432
98000,47.087873
99000,47.579553
100000,48.056604
