10,0.006502
20,0.015911
30,0.021610
40,0.026707
50,0.033157
60,0.039652
70,0.046017
80,0.052782
90,0.059249
100,0.065784
110,0.072349
120,0.078978
130,0.085556
140,0.092111
150,0.098340
160,0.104704
170,0.111335
180,0.117782
190,0.124357
200,0.130730
210,0.137283
220,0.143660
230,0.150129
240,0.157037
250,0.163164
260,0.169846
270,0.176641
280,0.182733
290,0.189165
300,0.196127
310,0.202724
320,0.208927
330,0.215844
340,0.221774
350,0.228163
360,0.234982
370,0.241434
380,0.248247
390,0.254324
400,0.261065
410,0.267808
420,0.274000
430,0.280660
440,0.286822
450,0.293647
460,0.300049
470,0.306993
480,0.312789
490,0.319704
500,0.325888
510,0.332736
520,0.338838
530,0.345904
540,0.352495
550,0.358615
560,0.365473
570,0.371573
580,0.378162
590,0.384850
600,0.390819
610,0.397710
620,0.404122
630,0.410536
640,0.416814
650,0.423716
660,0.429704
670,0.436663
680,0.443423
690,0.449525
700,0.456348
710,0.463004
720,0.469326
730,0.475707
740,0.482036
750,0.489014
760,0.495416
770,0.501713
780,0.508239
790,0.514144
800,0.520474
810,0.527659
820,0.534312
830,0.540868
840,0.547102
850,0.553593
860,0.560083
870,0.566459
880,0.576877
890,0.582852
900,0.586174
910,0.592496
920,0.599342
930,0.606036
940,0.612406
950,0.618881
960,0.625626
970,0.631845
980,0.638362
990,0.645055
1000,0.651285
